Title,type,country,date_added,release_year,rating,duration,description,IMDb,Genre,Avg Rating per Genre,Growth Outcome
Marvel's Luke Cage,TV Show,United States,2018-06-22,2018,TV-MA,2 Seasons,"A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero.",7.3,Crime,7.41,1
Marvel's The Defenders,TV Show,United States,2017-08-18,2017,TV-MA,1 Season,"Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City.",7.3,Crime,7.41,1
Marvel's The Punisher,TV Show,United States,2019-01-18,2019,TV-MA,2 Seasons,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,8.5,Crime,7.41,1
Mary and the Witch's Flower,Movie,Japan,2018-07-17,2017,PG,103 min,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan.",6.8,Children,6.47,0
Mary Poppins Returns,Movie,"United States, United Kingdom",2019-07-09,2018,PG,131 min,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.",6.7,Children,6.47,0
Mary Portas: Secret Shopper,TV Show,United Kingdom,2019-07-26,2016,TV-14,1 Season,Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.,6.6,Reality,6.48,0
Mascots,Movie,United States,2016-10-13,2016,TV-MA,95 min,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",5.7,Comedy,6.34,0
Masha and the Bear,TV Show,Russia,2020-05-01,2019,TV-Y,4 Seasons,"Lively little Masha lives near the forest, where she has many wonderful adventures with her best friend, a bear who used to be in the circus.",7.6,Children,6.47,0
Masha's Spooky Stories,TV Show,"United States, Russia",2016-10-01,2012,TV-Y,1 Season,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",5.0,Children,6.47,0
Maska,Movie,India,2020-03-27,2020,TV-MA,112 min,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.",6.0,Comedy,6.34,0
Master of None,TV Show,United States,2017-05-12,2017,TV-MA,2 Seasons,Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.,8.3,Comedy,6.34,0
Mater,Movie,Argentina,2018-08-01,2017,TV-MA,80 min,A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.,4.5,Drama,6.57,0
Material,Movie,South Africa,2020-05-01,2012,TV-14,94 min,"A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.",7.4,Comedy,6.34,0
Mauli,Movie,India,2019-07-17,2018,TV-14,136 min,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.,6.0,Drama,6.57,0
May the Devil Take You,Movie,Indonesia,2018-11-15,2018,TV-MA,111 min,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.",6.0,Horror,5.52,0
May We Chat,Movie,Hong Kong,2018-08-26,2014,TV-MA,99 min,"A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess.",5.0,Drama,6.57,0
May You Prosper,Movie,Egypt,2019-07-20,2017,TV-14,93 min,"A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son.",3.5,Comedy,6.34,0
Maya Memsaab,Movie,"France, United Kingdom, India",2017-06-01,1993,TV-14,122 min,"A beautiful, wealthy woman’s insatiable appetite for romance leads to tragedy and a police investigation.",5.3,Drama,6.57,0
Mayday Life,Movie,"China, Taiwan",2019-08-23,2019,TV-PG,120 min,Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.,7.7,Musicals,7.38,0
Mean Dreams,Movie,Canada,2019-07-01,2016,R,105 min,"Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman.",6.3,Drama,6.57,0
MeatEater,TV Show,United States,2020-09-16,2020,TV-14,3 Seasons,Steven Rinella scrounges in some of America's wildest terrains in this unscripted series showing him on the hunt for wild animals from ducks to deer.,7.9,Documentaries,7.03,0
Medal of Honor,TV Show,United States,2018-11-09,2018,TV-MA,1 Season,"Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.",8.4,Drama,6.57,0
Medical Police,TV Show,United States,2020-01-10,2020,TV-MA,1 Season,Doctors Owen Maestro and Lola Spratt leave Childrens Hospital and join a secret arm of the CDC to investigate and destroy a deadly global virus.,5.8,Crime,7.41,1
Medici: Masters of Florence,TV Show,"Italy, United Kingdom, France",2020-05-01,2019,TV-MA,3 Seasons,"After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence.",7.9,Drama,6.57,0
Meet the Trumps: From Immigrant to President,Movie,United Kingdom,2017-10-25,2017,TV-14,48 min,"Learn about Donald Trump's family history, including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire.",4.7,Documentaries,7.03,0
Mega Food,TV Show,United Kingdom,2019-07-12,2013,TV-G,1 Season,"Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen.",6.5,Documentaries,7.03,0
MegaTruckers,TV Show,Australia,2019-07-12,2012,TV-PG,1 Season,"This reality ride-along offers a glimpse into the can-do, high-stakes world of big rig drivers who haul massive loads of cargo across Australia.",6.9,Reality,6.48,0
Meghnadbodh Rohoshyo,Movie,India,2018-10-15,2017,TV-MA,150 min,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",6.3,Drama,6.57,0
Melle,Movie,India,2018-08-01,2017,TV-PG,110 min,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor.",6.4,Drama,6.57,0
Melvin Goes to Dinner,Movie,United States,2018-07-01,2003,R,84 min,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.",6.8,Comedy,6.34,0
Memories of the Alhambra,TV Show,South Korea,2018-12-02,2018,TV-MA,1 Season,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",7.8,Crime,7.41,1
Memory Games,Movie,"Germany, United States, Sweden",2019-06-19,2018,TV-14,86 min,Glimpse into the brain's vast potential for memorization through the eyes of four competitive memory athletes as they share techniques and insights.,6.7,Documentaries,7.03,0
Menashe,Movie,United States,2020-01-25,2017,PG,82 min,"A year after his wife's death, a widower faces pressure from his Hasidic community to give up his son for adoption unless he finds a new partner.",6.5,Drama,6.57,0
Menorca,Movie,"Canada, Spain",2017-08-27,2016,TV-MA,81 min,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.,4.3,Drama,6.57,0
Merata: How Mum Decolonised the Screen,Movie,New Zealand,2019-05-12,2018,TV-14,88 min,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.,6.9,Documentaries,7.03,0
Mercenary,Movie,France,2016-12-04,2016,TV-MA,99 min,"When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success.",6.5,Drama,6.57,0
Mercury 13,Movie,United States,2018-04-20,2018,TV-PG,79 min,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",6.8,Documentaries,7.03,0
Mercy,Movie,United States,2016-11-22,2016,TV-MA,88 min,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,4.2,Drama,6.57,0
Mercy Black,Movie,United States,2019-03-31,2019,TV-14,88 min,"Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her.",4.9,Horror,5.52,0
Mere Pyare Prime Minister,Movie,India,2019-05-31,2019,TV-MA,103 min,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister.",6.8,Drama,6.57,0
Merku Thodarchi Malai,Movie,India,2019-01-01,2018,TV-MA,115 min,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption.",8.6,Drama,6.57,0
Merlí,TV Show,Spain,2016-12-01,2015,TV-MA,1 Season,"An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son.",8.6,Drama,6.57,0
Merlin,TV Show,United Kingdom,2016-12-15,2012,TV-PG,5 Seasons,"This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle.",7.9,Action & Adventure,6.14,0
Merry Happy Whatever,TV Show,United States,2019-11-28,2019,TV-PG,1 Season,"A struggling LA musician tries to win over his new girlfriend's gruff dad and quirky, tight-knit siblings on a 10-day Christmas visit to Philadelphia.",6.2,Comedy,6.34,0
Merry Men: The Real Yoruba Demons,Movie,Nigeria,2019-09-21,2018,TV-MA,106 min,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.",6.0,Comedy,6.34,0
Mersal,Movie,India,2018-08-21,2017,TV-14,162 min,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",7.7,Drama,6.57,0
Message from the King,Movie,"United Kingdom, France, Belgium, United States",2017-08-04,2017,TV-MA,103 min,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",6.4,Thrillers,5.85,0
Messiah,TV Show,United States,2020-01-01,2020,TV-MA,1 Season,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.,7.7,Drama,6.57,0
Meteor Garden,TV Show,China,2018-07-14,2018,TV-14,1 Season,"Dong Shancai is determined to excel at her dream university, where she encounters an elite clique of dashing, popular high-achievers – and finds love.",8.2,Drama,6.57,0
Metro,Movie,India,2018-04-01,2016,TV-14,116 min,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",7.3,Drama,6.57,0
Mia and Me,TV Show,"Netherlands, Germany, Italy, Canada",2020-01-01,2017,TV-Y7,2 Seasons,"A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea.",6.6,Children,6.47,0
"Michael Bolton's Big, Sexy Valentine's Day Special",Movie,United States,2017-02-07,2017,TV-MA,54 min,"After Santa tells him he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a telethon to inspire the world to make love.",6.7,Comedy,6.34,0
Michael Che Matters,Movie,United States,2016-11-25,2016,TV-MA,61 min,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.",7.1,Comedy,6.34,0
Michael Lost and Found,Movie,"Canada, United States",2017-06-01,2017,TV-PG,19 min,"Benjie Nycum travels to Wyoming to visit his ex-lover, Michael Glatze, a former gay activist who now lives with his wife and works as a church pastor.",5.2,Documentaries,7.03,0
Michelle Wolf: Joke Show,Movie,United States,2019-12-10,2019,TV-MA,60 min,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",7.1,Comedy,6.34,0
Middle School: The Worst Years of My Life,Movie,"United States, Cambodia",2019-03-03,2016,PG,92 min,"At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook.",6.1,Comedy,6.34,0
Middleditch & Schwartz,TV Show,United States,2020-04-21,2020,TV-MA,1 Season,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.,8.7,Comedy,6.34,0
Midnight Diner: Tokyo Stories,TV Show,Japan,2019-10-31,2019,TV-MA,2 Seasons,Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.,8.4,Drama,6.57,0
Mighty Raju Rio Calling,Movie,India,2020-04-01,2014,TV-Y7,97 min,"Mighty Raju preps for a new adventure in Rio de Janeiro, where he goes toe-to-toe with rival soccer players, faces capoeira fighters and more.",4.8,Children,6.47,0
Mike Birbiglia: My Girlfriend's Boyfriend,Movie,United States,2020-05-02,2013,TV-14,76 min,"On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",8.0,Comedy,6.34,0
